Product Name,Advert Link,Price
"Jumper Ezbook X3 13.3"" HD Windows 10 Laptop - 6GB RAM 64GB Storage, Intel 64-bit USB 3.0, 5GHz WIFI (Dual-Band WIFI) 2x WIFI Speeds, Supports 128GB tf-card",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_2?ie=UTF8&adId=A05113103TC63UCK4GJJN&url=%2FJumper-Ezbook-13-3-Windows-Laptop%2Fdp%2FB07NVC1L7X%2Fref%3Dsr_1_102_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190584%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-102-spons%26psc%3D1&qualifier=1556190583&id=1768660170237768&widgetName=sp_btf,"210
."
"Apple MacBook Pro (13 Inch Retina, 2.3 GHz dual-Core Intel Core i5, 8 GB RAM, 256 GB SSD) - Silver (Latest Model)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A07396034OMZ43Y2VBUO&url=%2FApple-Macbook-MPXT2-Intel-Flash%2Fdp%2FB0721M7D7Z%2Fref%3Dsr_1_97_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190586%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-97-spons%26psc%3D1&qualifier=1556190586&id=5790575232575329&widgetName=sp_atf_next,"1,334
."
"Apple MacBook (12"", 1.2GHz dual-core Intel Core m3, 8GB RAM, 256GB SSD) - Silver",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_2?ie=UTF8&adId=A074012729FZYYEJAHMV8&url=%2FApple-Macbook-MNYF2-Intel%25C2%25AE-GRAPHICS%2Fdp%2FB0721M6X7D%2Fref%3Dsr_1_98_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190586%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-98-spons%26psc%3D1&qualifier=1556190586&id=5790575232575329&widgetName=sp_atf_next,"1,149
."
"Jumper EZpad 6 Pro 2in1 Laptop Touchscreen 11.6"" Full HD, Touch screen Tablet Intel Apollo Lake N3450/2.2 GHz Quad Core Processor, 6GB RAM, 64GB Storage, Windows 10, Supports 128GB tf-card",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A08941443IBAAXOVU9P72&url=%2FTouchscreen-Processor-Storage-Windows-Supports%2Fdp%2FB07NVBX7KV%2Fref%3Dsr_1_107_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190586%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-107-spons%26psc%3D1%26smid%3DA2ZNF74EZP7MML&qualifier=1556190586&id=5790575232575329&widgetName=sp_mtf,"225
."
"Lenovo Ideapad 330S Full HD Laptop Intel Core i5-8250U, 4GB RAM, 128GB SSD, Windows 10, Blue, 14-inch",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_2?ie=UTF8&adId=A012540426OBRU1IQH7BV&url=%2FLenovo-Ideapad-330S-i5-8250U-Windows%2Fdp%2FB07K7GZ8BF%2Fref%3Dsr_1_108_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190586%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-108-spons%26psc%3D1&qualifier=1556190586&id=5790575232575329&widgetName=sp_mtf,
"ASUS VivoBook X420 14 Inch Full HD NanoEdge Full HD Laptop (Intel Core i3-7020U Processor, 128 GB SSD, 4 GB RAM, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A0068279244B4XCHNH3NP&url=%2FASUS-VivoBook-NanoEdge-i3-7020U-Processor%2Fdp%2FB07MWKBGK6%2Fref%3Dsr_1_117_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190586%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-117-spons%26psc%3D1&qualifier=1556190586&id=5790575232575329&widgetName=sp_btf,"404
."
"ASUS TUF FX505DY-BQ008T 15.6 Inch Full HD Slim Bezel Gaming Laptop - (Black) (AMD Ryzen R5-3550H Quad-Core Processor, RX560 4 GB Dedicated Graphics, 8 GB RAM, 1 TB FireCuda SSHD)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_2?ie=UTF8&adId=A00691716RMBQQ1E0JY2&url=%2FASUS-FX505DY-BQ008T-Bezel-Gaming-Laptop%2Fdp%2FB07MWMWB1H%2Fref%3Dsr_1_118_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190586%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-118-spons%26psc%3D1&qualifier=1556190586&id=5790575232575329&widgetName=sp_btf,"599
."
"Apple MacBook 2017 (12 Inch, 1.3 GHz dual-core Intel Core i5, 8 GB RAM, 512 GB SSD) - Space Gray",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A07402831LPNKHS1UC0GR&url=%2FApple-Macbook-MNYG2-Intel%25C2%25AE-GRAPHICS%2Fdp%2FB072KGN4VB%2Fref%3Dsr_1_113_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190589%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-113-spons%26psc%3D1&qualifier=1556190589&id=3239550225496101&widgetName=sp_atf_next,"1,399
."
"Apple MacBook Pro (15"" Retina, Touch Bar, 2.2GHz 6-Core Intel Core i7, 16GB RAM, 256GB SSD) - Silver (Latest Model)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_2?ie=UTF8&adId=A0739303SQ9Z05G4G17L&url=%2FApple-MacBook-Retina-2-2GHz-6-Core%2Fdp%2FB07FVX3MFX%2Fref%3Dsr_1_114_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190589%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-114-spons%26psc%3D1&qualifier=1556190589&id=3239550225496101&widgetName=sp_atf_next,"2,240
."
"Huawei Matebook X PRO 13.9"" Laptop (Grey) 3k TouchScreen- 35.3 centimeters LCD Laptop (Grey) - Intel 8th Generation i7-8550U 1.8 GHz, 8 GB RAM, 512GB SDD, Geforce MX150, Windows 10 Pro",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A001088919U1Y30OE4NOL&url=%2FHuawei-Matebook-Laptop-TouchScreen-centimeters%2Fdp%2FB07GVQH4RD%2Fref%3Dsr_1_123_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190589%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-123-spons%26psc%3D1&qualifier=1556190589&id=3239550225496101&widgetName=sp_mtf,"1,249
."
"3 Pack Ultra Thin Webcam Cover Slide for Laptop, Computer, MacBook Pro, Mac, PC, iPones and Android Smartphones",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_2?ie=UTF8&adId=A05722862HU90J58GTS3X&url=%2FWebcam-Computer-MacBook-Android-Smartphones%2Fdp%2FB07JKQZRRW%2Fref%3Dsr_1_124_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190589%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-124-spons%26psc%3D1&qualifier=1556190589&id=3239550225496101&widgetName=sp_mtf,"4
."
"Acer Swift 5 SF514-52T Notebook - (Intel Core i7-8550U, 8GB RAM, 256GB SSD, 14"" FHD IPS Multi-touch Display, Blue)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A0010309G18DSDYQCJID&url=%2FAcer-Swift-SF514-52T-Notebook-Multi-touch%2Fdp%2FB07BQK8V9Q%2Fref%3Dsr_1_133_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190589%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-133-spons%26psc%3D1&qualifier=1556190589&id=3239550225496101&widgetName=sp_btf,"949
."
"ASUS VivoBook X512UA-EJ243T 15.6 Inch NanoEdge Full HD Laptop - (Slate Grey) (Intel Pentium Gold 4417 Processor, 256 GB SSD, 4 GB RAM, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_2?ie=UTF8&adId=A006901512OH3CZSS4M4J&url=%2FASUS-VivoBook-X512UA-EJ243T-NanoEdge-Laptop%2Fdp%2FB07MWD3X86%2Fref%3Dsr_1_134_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190589%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-134-spons%26psc%3D1&qualifier=1556190589&id=3239550225496101&widgetName=sp_btf,"349
."
"Apple MacBook Pro (15"" Retina, Touch Bar, 2.6GHz 6-Core Intel Core i7, 16GB RAM, 512GB SSD) - Silver (Latest Model)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A07391472I0U6YOWEPT42&url=%2FApple-MacBook-Retina-2-6GHz-6-Core%2Fdp%2FB07FMHC88B%2Fref%3Dsr_1_129_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190592%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-129-spons%26psc%3D1&qualifier=1556190591&id=5831869032527774&widgetName=sp_atf_next,"2,399
."
"XIDU PhilBook 2-in-1 Laptop Touchscreen 11.6"" Full HD (1920*1080) 360 Degrees Rotatable Tablets Intel Quad Core Atom Z8350 4GB RAM 64GB eMMC Flip Windows 10 Convertible Notebook",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_2?ie=UTF8&adId=A0978834CQNSMIURBKPP&url=%2FXIDU-PhilBook-Touchscreen-Convertible-Bluetooth%2Fdp%2FB078HMR4QG%2Fref%3Dsr_1_130_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190592%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-130-spons%26psc%3D1&qualifier=1556190591&id=5831869032527774&widgetName=sp_atf_next,"203
."
"ASUS TUF FX705DU 17.3 Inch Full HD IPS Thin Bezel Gaming Laptop - (Black) (NVIDIA GTX1660Ti 6 GB Graphics, AMD Ryzen R7-3750H Quad-Core Processor, 512 GB PCI-e SSD, 8 GB RAM, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A08158762V25BMGEBKGNK&url=%2FASUS-FX705DU-Bezel-Gaming-Laptop%2Fdp%2FB07QKHHRLK%2Fref%3Dsr_1_139_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190592%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-139-spons%26psc%3D1&qualifier=1556190591&id=5831869032527774&widgetName=sp_mtf,"1,249
."
"ASUS ZenBook UX430UA-GV414T 14 Inch Full HD Laptop - (Blue Metal) (Intel Core i5-8250U, 8 GB RAM, 256 GB SSD, Harman Kardon Speakers, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_2?ie=UTF8&adId=A06706953183RQQ3AT5TD&url=%2FASUS-ZenBook-UX430UA-GV414T-Laptop-Metal%2Fdp%2FB07F3FRJCW%2Fref%3Dsr_1_140_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190592%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-140-spons%26psc%3D1&qualifier=1556190591&id=5831869032527774&widgetName=sp_mtf,"783
."
"Huawei Matebook X PRO , MACH-W19 13.9"" Laptop (Grey) 3k TouchScreen- 35.3 centimeters LCD Laptop - Intel 8th Generation i5-8250U 1.8 GHz, 8 GB RAM, 256GB SDD,Windows 10 Home",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A067109532LMMFG8FI506&url=%2FHuawei-Matebook-PRO-13-9-Inch-Laptop%2Fdp%2FB07HWX2M9H%2Fref%3Dsr_1_149_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190592%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-149-spons%26psc%3D1&qualifier=1556190591&id=5831869032527774&widgetName=sp_btf,"1,049
."
"ASUS ROG Zephyrus S GX701GX-EV016R 17.3 Inch Full HD Display Gaming Laptop - (Black) (Nvidia RTX 2080 8 GB Graphics, Intel i7-8705H, 16 GB RAM, 1 TB PCI-e SSD, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_2?ie=UTF8&adId=A057681519GJBMM990TL7&url=%2FASUS-Zephyrus-GX701GX-EV016R-Display-Gaming%2Fdp%2FB07N1FSKGP%2Fref%3Dsr_1_150_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190592%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-150-spons%26psc%3D1&qualifier=1556190591&id=5831869032527774&widgetName=sp_btf,"3,175
."
"Apple MacBook Pro (13 Inch Retina, 2.3 GHz dual-Core Intel Core i5, 8 GB RAM, 256 GB SSD) - Space Grey (Latest Model)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A0739727306NXP09HYSRN&url=%2FApple-13-Inch-Macbook-Pro-Retina%2Fdp%2FB071K84QM1%2Fref%3Dsr_1_145_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190594%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-145-spons%26psc%3D1&qualifier=1556190594&id=7978920400520176&widgetName=sp_atf_next,"1,319
."
"Lenovo Ideapad 320 17-Inch Laptop - (Grey) (Intel I7-8550U Processor, 8 GB RAM, 1 TB HDD, GeForce MX150 Graphics Card, Windows 10 Home)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_2?ie=UTF8&adId=A00108651Q69QK9XHZOGG&url=%2FLenovo-Ideapad-320-17-Inch-Laptop%2Fdp%2FB079Y4DHMP%2Fref%3Dsr_1_146_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190594%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-146-spons%26psc%3D1&qualifier=1556190594&id=7978920400520176&widgetName=sp_atf_next,"719
."
"ASUS VivoBook Slim S410UA-BV134T 14 Inch Laptop - (Grey) (Intel Core i5-8250U, 8 GB RAM, 512 GB SSD, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A00105532EY2T3F3DS0A4&url=%2FASUS-ZenBook-UX430UA-GV415T-14-Inch-Nano-Edge%2Fdp%2FB078H7WSR1%2Fref%3Dsr_1_155_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190594%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-155-spons%26psc%3D1&qualifier=1556190594&id=7978920400520176&widgetName=sp_mtf,"849
."
"ASUS VivoBook S430 14 Inch Full HD NanoEdge Laptop (Intel i3-8145 Processor, 256 GB SSD, 4 GB RAM, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_2?ie=UTF8&adId=A00676992ZHHOS8CVX51A&url=%2FASUS-VivoBook-NanoEdge-i3-8145-Processor%2Fdp%2FB07L6VD2MY%2Fref%3Dsr_1_156_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190594%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-156-spons%26psc%3D1&qualifier=1556190594&id=7978920400520176&widgetName=sp_mtf,"499
."
"ASUS VivoBook S15 S530FA-EJ201T 15.6 Inch Full HD NanoEdge Laptop - (Grey/Yellow) (Intel i5-8265 Processor, 256 GB SSD, 8 GB RAM, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A06705951LM9TEQT0R75H&url=%2FASUS-VivoBook-S530FA-EJ201T-NanoEdge-Laptop%2Fdp%2FB07MWD81QN%2Fref%3Dsr_1_165_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190594%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-165-spons%26psc%3D1&qualifier=1556190594&id=7978920400520176&widgetName=sp_btf,"599
."
"Huawei Matebook X PRO 13.89-Inch Laptop - (Grey) (Intel i7-8550U Processor, 16 GB RAM, 512 GB SDD, Geforce MX150 Graphics, Windows 10 Home)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_2?ie=UTF8&adId=A0010709V7Z67I64GNEX&url=%2FHuawei-Matebook-PRO-13-89-Inch-Laptop%2Fdp%2FB07KCJGGW3%2Fref%3Dsr_1_166_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190594%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-166-spons%26psc%3D1&qualifier=1556190594&id=7978920400520176&widgetName=sp_btf,"1,499
."
"ASUS VivoBook S15 S530 15.6 Inch Full HD NanoEdge Laptop (Intel i5-8265 Processor, 256 GB SSD, 8 GB RAM, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A067038329SKX2CX15C5B&url=%2FASUS-VivoBook-NanoEdge-i5-8265-Processor%2Fdp%2FB07MWDHKXY%2Fref%3Dsr_1_161_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190597%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-161-spons%26psc%3D1&qualifier=1556190597&id=1312708101205105&widgetName=sp_atf_next,"599
."
"Dell Chromebook 14 7000 14.0 Inch 2-in-1 FHD LED Backlit Touch IPS 2019 Laptop – (Grey) Intel Core i3-8130U, 4GB RAM, 128 GB eMMC, Chrome OS",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_2?ie=UTF8&adId=A01806941BWS2OKQTZEKH&url=%2FDell-Chromebook-Backlit-Touch-Laptop%2Fdp%2FB07P2JLF5F%2Fref%3Dsr_1_162_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190597%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-162-spons%26psc%3D1&qualifier=1556190597&id=1312708101205105&widgetName=sp_atf_next,"629
."
"ASUS ZenBook Flip UX362FA-EL142T 13.3 Inch Full HD 360-Degree Touchscreen Laptop - (Royal Blue/ Sand Blast+Concentric circle) (Intel i5-8265 Processor, 8 GB RAM, 256 GB SSD, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A024310024S7GFWJLR13D&url=%2FASUS-ZenBook-UX362FA-EL142T-360-Degree-Touchscreen%2Fdp%2FB07MWN3MT3%2Fref%3Dsr_1_171_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190597%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-171-spons%26psc%3D1&qualifier=1556190597&id=1312708101205105&widgetName=sp_mtf,"999
."
"14.1"" Full HD Windows 10 Laptop - 4GB RAM, T90B+ Pro Model Lapbook, Intel 64-bit USB 3.0, 5GHz WIFI (Dual-Band WIFI) 2x WIFI speeds, Supports 256GB tf-card and 1TB HDD (32GB)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_2?ie=UTF8&adId=A04223103E6YWLDD3ECYM&url=%2FComputer-T90B-Pro-Dual-Band-Bluetooth%2Fdp%2FB07D5H84NL%2Fref%3Dsr_1_172_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190597%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-172-spons%26psc%3D1&qualifier=1556190597&id=1312708101205105&widgetName=sp_mtf,"189
."
"ASUS ROG Zephyrus GX501GI-EI005T 15.6 Inch FHD 144 Hz with 3 ms Screen Gaming Laptop - (Black) (Intel Core i7-8750H Processor, 16 GB RAM, 512 GB PCI-e SSD, NVidia GTX1080 8 GB Max-Q, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg11_1?ie=UTF8&adId=A05741313DACPSED2BDI6&url=%2FASUS-Zephyrus-GX501GI-EI005T-15-6-Inch-Processor%2Fdp%2FB07BLZTYWK%2Fref%3Dsr_1_181_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190597%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-181-spons%26psc%3D1&qualifier=1556190597&id=1312708101205105&widgetName=sp_btf,"1,894
."
"ASUS ROG Strix GL703GM-EE014T 17.3 Inch FHD 120 Hz with 3 ms Screen Gaming Laptop - (Black) (Intel Core i7-8750H Processor, 16 GB RAM, 256 GB PCI-e SSD + 1TB SSHD, NVidia GTX1060 6 GB, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg11_2?ie=UTF8&adId=A0606435TO7E54QTPUIB&url=%2FASUS-GL703GM-EE014T-17-3-Inch-i7-8750H-Processor%2Fdp%2FB07BLZGF17%2Fref%3Dsr_1_182_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190597%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-182-spons%26psc%3D1&qualifier=1556190597&id=1312708101205105&widgetName=sp_btf,"1,599
."
"Lenovo IdeaPad 520S-14IKBR 14-Inch FHD Notebook 81BL008KUK - (Mineral Grey) (Intel Core i5-8250U, 8 GB RAM, 256 GB SSD, Windows 10 Home)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A06709393HGVMY4EKEJVB&url=%2FLenovo-IdeaPad-520S-14IKBR-Notebook-81BL008KUK%2Fdp%2FB0792HGRN3%2Fref%3Dsr_1_177_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190600%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-177-spons%26psc%3D1&qualifier=1556190599&id=8571715165926802&widgetName=sp_atf_next,"617
."
Sunydeal Replacement FOR 15-G261SA 710412-001 65W LAPTOP ADAPTER BATTERY CHARGER 19.5V 3.33A,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_2?ie=UTF8&adId=A009628935UWE4SZITVPG&url=%2FSunydeal-Replacement-15-G261SA-710412-001-ADAPTER%2Fdp%2FB01ANKO17E%2Fref%3Dsr_1_178_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190600%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-178-spons%26psc%3D1&qualifier=1556190599&id=8571715165926802&widgetName=sp_atf_next,"11
."
"ASUS ROG Strix GL703GE-GC053T 17.3 Inch Full HD Gaming Laptop - (Black) (Intel i5-8300H Processor, 8GB RAM, 128GB PCI-e SSD + 1TB HDD, Nvidia GTX 1050Ti 4GB, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A06958452UYGUX87ZNPGI&url=%2FASUS-Strix-GL703GE-GC053T-Gaming-Laptop%2Fdp%2FB07P3D6VRD%2Fref%3Dsr_1_187_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190600%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-187-spons%26psc%3D1&qualifier=1556190599&id=8571715165926802&widgetName=sp_mtf,"799
."
WiFi enabled Complete set of Dell OptiPlex Dual Core Windows 10 Desktop PC Computer (Renewed),/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_2?ie=UTF8&adId=A10426733AYXYNNLN7ZCS&url=%2FComplete-Dell-OptiPlex-Certified-Refurbished%2Fdp%2FB012AUCJ8I%2Fref%3Dsr_1_188_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190600%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-188-spons%26psc%3D1&qualifier=1556190599&id=8571715165926802&widgetName=sp_mtf,"82
."
"OYYU Touchscreen Windows Laptop Convertible FHD IPS Touch Screen Windows 10 Business Flip laptops (13.3 inch,4GB RAM,32GB storage,360-Degree Rotation, 2 in 1 laptop Wifi Tablet PC)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_1?ie=UTF8&adId=A0679937300M718BAEA64&url=%2FOYYU-Touchscreen-Convertible-Business-360-Degree%2Fdp%2FB07JMSPLC4%2Fref%3Dsr_1_197_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190600%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-197-spons%26psc%3D1&qualifier=1556190599&id=8571715165926802&widgetName=sp_btf,"209
."
"ASUS VivoBook S430 14 Inch Full HD NanoEdge Laptop (Intel i5-8265 Processor, 512 GB SSD, 8 GB RAM, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_2?ie=UTF8&adId=A0670783261FHGL3DU1CZ&url=%2FASUS-VivoBook-NanoEdge-i5-8265-Processor%2Fdp%2FB07MWDDMJM%2Fref%3Dsr_1_198_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190600%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-198-spons%26psc%3D1&qualifier=1556190599&id=8571715165926802&widgetName=sp_btf,"699
."
"Dell Inspiron 15 3000 15.6 Inch FHD Laptop (Black) Intel Core i5-7200U, 4 GB RAM, 1 TB HDD, Windows 10 Home",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A039911224HJSGPVXW6UH&url=%2FDell-Inspiron-Laptop-i5-7200U-Windows%2Fdp%2FB07G4VVCRQ%2Fref%3Dsr_1_193_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190603%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-193-spons%26psc%3D1&qualifier=1556190603&id=2252931817958180&widgetName=sp_atf_next,"384
."
